#lemma,wordnet_2.0,wordnet_3.0,POS,Cyc ID,Cyc name
borzoi,102007619,2090622,noun,Mx4rvhhOgZwpEbGdrcN5Y29ycA,Borzoi
orbit,201985717,2043982,verb,Mx4rvmlCvZwpEbGdrcN5Y29ycA,Orbiting
always,400019245,19339,adv,Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvViZjpwpEbGdrcN5Y29ycB4rvViAD5wpEbGdrcN5Y29ycB4rwF4t15wpEbGdrcN5Y29ycA,"[:SubcollectionOfWithRelationFromTypeFn, :GenericQuantity, :veryHighAmountOf, :TotallyOrderedQuantityType]"
court-martial,202424492,2499172,verb,Mx4rrHbZrLjHEdmAAAACs6hRjg,CourtMartial
till,201691439,1740608,verb,Mx4rvVjK_ZwpEbGdrcN5Y29ycA,TillingSoil
rowing,100422031,445351,noun,Mx4rvVidsJwpEbGdrcN5Y29ycA,RowingSportsEvent
oust,202333839,2406449,verb,Mx4rymh17rglEdmAAAACs6hRjg,Ousting-ReplacingAnObject
lurk,202561585,2640053,verb,Mx4rdMZIZLaeEdmFRQACs6hRjg,Lurking
harm,200099811,102586,verb,Mx4rvVjaq5wpEbGdrcN5Y29ycA,HarmingAnAgent
seminar,100838658,892145,noun,Mx4rvtsTA5wpEbGdrcN5Y29ycA,SeminarSeries
petroleum,114129884,14980579,noun,Mx4rvVjb0JwpEbGdrcN5Y29ycA,Petroleum-CrudeOil
pot,103839570,3990474,noun,Mx4rvViUMJwpEbGdrcN5Y29ycA,StoveTopCookingPot
Montserrat,108177831,8711300,noun,Mx4rvsXyj5wpEbGdrcN5Y29ycA,Montserrat-Island
advise,200843872,872886,verb,Mx4rvV-_fJwpEbGdrcN5Y29ycA,Advising
Asian,109033943,9641757,noun,Mx4rvVigfJwpEbGdrcN5Y29ycA,AsianCitizenOrSubject
sterilize,200059569,61595,verb,Mx4rw4Ye5LKNEdmAhAACs6hRjg,SterilizingSomeone
congenital,301267284,1315844,adj,Mx4rg6978HS-EdaAAACgyZzFrg,Congenital
doll,103102095,3219135,noun,Mx4rvgEWHpwpEbGdrcN5Y29ycA,Doll-Toy
law_enforcement_agency,107841182,8348815,noun,Mx4rgYNZisiMEdmAAAACs6hRjg,LawEnforcementAgency
family,107488793,7970406,noun,Mx4rwPzc15wpEbGdrcN5Y29ycA,Family-SocialEntity
misconduct,101069948,1134330,noun,Mx4rv2UMRLvkEdmAAAACs6hRjg,Misconduct-Management
Saint_Kitts_and_Nevis,108429569,8987423,noun,Mx4rvViW75wpEbGdrcN5Y29ycA,SaintKitts-Nevis
popular,301755910,1815838,adj,Mx8Ngh4rvgDGhZwpEbGdrcN5Y29ycB4rvVi5XpwpEbGdrcN5Y29ycA,"[:HighAmountFn, :PopularityLevel]"
Windward_Islands,108212982,8749864,noun,Mx4rvVi8sJwpEbGdrcN5Y29ycA,WindwardIslands-WestIndies
angular_unit,112834123,13600097,noun,Mx4rvVirlJwpEbGdrcN5Y29ycA,UnitOfAngularDistance
Pecos,108799407,9388121,noun,Mx4rwB1M-pwpEbGdrcN5Y29ycA,PecosRiver
lifeguard,109598531,10260800,noun,Mx4rvVkBGJwpEbGdrcN5Y29ycA,Lifeguard
line_up,202622890,2704213,verb,Mx4rdpaZGrgLEdmAAAACs6hRjg,LiningUp-ArrangingObjects
Valentine_Day,114327678,15187250,noun,Mx4rvVjgYZwpEbGdrcN5Y29ycA,ValentinesDay
cod,107316491,7789063,noun,Mx4rvWfltZwpEbGdrcN5Y29ycA,CodFish
papillon,102004005,2086910,noun,Mx4rvvhJjZwpEbGdrcN5Y29ycA,Papillon
cornice,102998270,3111296,noun,Mx4roa13JLvTEdmAAAACs6hRjg,Cornice-WindowCasing
flashlight,103237142,3359137,noun,Mx4rvVjc1pwpEbGdrcN5Y29ycA,Flashlight
concert,106469093,6892775,noun,Mx4rvVjH1pwpEbGdrcN5Y29ycA,MusicalPerformance
bombard,201096712,1131902,verb,Mx4rwQri25wpEbGdrcN5Y29ycA,Bombing
ecology,105710760,6070929,noun,Mx4rwQCEJZwpEbGdrcN5Y29ycA,Ecology
smut,200086646,89154,verb,Mx4rebvUtLKeEdmAhAACs6hRjg,InfectingWithSmut
necessitate,202556863,2635547,verb,Mx4rA-AaOLf_EdmAAAACs6hRjg,NecessitatingSomething
local_anesthetic,103544011,3681148,noun,Mx4rvVoehJwpEbGdrcN5Y29ycA,LocalAnesthetic
sugarcane,111385336,12132502,noun,Mx4rvVj4l5wpEbGdrcN5Y29ycA,SugarcanePlant
cupboard,103034346,3148324,noun,Mx4rvVic15wpEbGdrcN5Y29ycA,Closet
run,202016325,2075049,verb,Mx4r-Rna0bHSEdmAhAACs6hRjg,EscapingFromAPlace
bowling_ball,102780010,2882301,noun,Mx4rvVilK5wpEbGdrcN5Y29ycA,BowlingBall
blush,200100542,103317,verb,Mx4rvVihi5wpEbGdrcN5Y29ycA,Blushing
meal,107106106,7573696,noun,Mx4rvVihC5wpEbGdrcN5Y29ycA,Meal
fell,201220231,1258302,verb,Mx4rvViu25wpEbGdrcN5Y29ycA,CuttingDownATree
Tongan,109132098,9750410,noun,Mx4rvVjF5JwpEbGdrcN5Y29ycA,TonganPerson
metatarsal,104973479,5277405,noun,Mx4rwOQVFZwpEbGdrcN5Y29ycA,Metatarsal
raft,103892996,4045397,noun,Mx4rwPz0OZwpEbGdrcN5Y29ycA,Raft
search,100888780,945401,noun,Mx4rvVj7M5wpEbGdrcN5Y29ycA,LookingForSomething
anthracosis,113344380,14150210,noun,Mx4rceSC8ZICEdeELAADR6QijQ,BlackLungDisease
administer,202358802,2431971,verb,Mx4rgJtanLviEdmAAAACs6hRjg,Administration-Management
ledger,112645294,13404248,noun,Mx4rwP1Vk5wpEbGdrcN5Y29ycA,Ledger
political_unit,107852503,8359949,noun,Mx4rvViNy5wpEbGdrcN5Y29ycA,PoliticalOrganization
honk,106932810,7385249,noun,Mx4rvigt0pwpEbGdrcN5Y29ycA,HonkingSound
wire_cutter,104417001,4594828,noun,Mx4rv42HZJwpEbGdrcN5Y29ycA,WireCutter
break,200324471,334996,verb,Mx4rvViUDZwpEbGdrcN5Y29ycA,BreakingEvent
roller_coaster,103947753,4102406,noun,Mx4rvgEDyZwpEbGdrcN5Y29ycA,RollerCoaster
animal,100012748,15388,noun,Mx4rvVjgZpwpEbGdrcN5Y29ycA,NonPersonAnimal
nuclear_explosion,106955050,7408386,noun,Mx4rvsKidpwpEbGdrcN5Y29ycA,NuclearExplosion
apple,111885124,12633994,noun,Mx4rvVjBnZwpEbGdrcN5Y29ycA,AppleTree
distress_signal,106385703,6803636,noun,Mx4rmU8oNM39EdmAAAACs6hRjg,DistressSignal-PCW
canton,202395530,2469596,verb,Mx4rZLDuzrjBEdmAAAACs6hRjg,DividingIntoCantons
telephone,104230828,4401088,noun,Mx4rvVjTBZwpEbGdrcN5Y29ycA,Telephone
Vedic_literature,106064300,6464419,noun,Mx4r7UYmeMfpEdmAAAACs6hRjg,VedicLiterature
parachute,103741559,3888257,noun,Mx4rvwyd9pwpEbGdrcN5Y29ycA,Parachute
Zen,107607558,8099029,noun,Mx4rwRNg_5wpEbGdrcN5Y29ycA,ZenBuddhism
bronchus,105214871,5531511,noun,Mx4rvVjuT5wpEbGdrcN5Y29ycA,BronchialTube
crop,201532631,1576165,verb,Mx4rwQrefpwpEbGdrcN5Y29ycA,Grazing
Medieval_Greek,106550499,6977190,noun,Mx4rvVihPZwpEbGdrcN5Y29ycA,ByzantineGreekLanguage
Latvia,108454116,9013074,noun,Mx4rv21mhZwpEbGdrcN5Y29ycA,Latvia
Hays,110318987,11036521,noun,Mx4rK89m6MbSEdmAAAACs6hRjg,ArthurGarfieldHays-Lawyer
boot,102771183,2872752,noun,Mx4rvVisaJwpEbGdrcN5Y29ycA,Boot-Footwear
repayment,112543444,13299651,noun,Mx4rvpz69ZwpEbGdrcN5Y29ycA,LoanRepaying
fascinated,300830036,865848,adj,Mx4rJjZF9m6PEdaAAACgyZzFrg,InAHypnoticTrance
custom-made,300641877,672226,adj,Mx4rwFKtwpwpEbGdrcN5Y29ycA,Custom-Made
probability,104813740,5091770,noun,Mx4rvVjfYJwpEbGdrcN5Y29ycA,ProbabilityInterval
gloss,201634483,1682582,verb,Mx4rvVjq2ZwpEbGdrcN5Y29ycA,PolishingSomething
ailment,113253840,14055408,noun,Mx4rwQwYVpwpEbGdrcN5Y29ycA,AilmentCondition
fabrication,100857645,912001,noun,Mx4rvVizqpwpEbGdrcN5Y29ycA,Assembling
anticonvulsant,102624793,2718469,noun,Mx4rvVoFpJwpEbGdrcN5Y29ycA,Anticonvulsant
cat,102037721,2121620,noun,Mx4rvVkFc5wpEbGdrcN5Y29ycA,Cat
cobra,101668812,1747885,noun,Mx4rvViTDJwpEbGdrcN5Y29ycA,Cobra
give,200105694,108604,verb,Mx4rBVybkLKFEdmAhAACs6hRjg,Giving-Offering-CommunicationAct
basswood,111455282,12203331,noun,Mx8Ngh4rvVio85wpEbGdrcN5Y29ycB4rvViqd5wpEbGdrcN5Y29ycA,"[:WoodFn, :LindenTree]"
silicosis,113344782,14150612,noun,Mx4rceQ00pICEdeELAADR6QijQ,Silicosis
buskin,102821597,3027625,noun,Mx4rwPvAbJwpEbGdrcN5Y29ycA,CombatBoot
firewood,114245821,15100644,noun,Mx4rwPRtUZwpEbGdrcN5Y29ycA,Firewood
rear,103906474,4059701,noun,Mx4rvVkEjZwpEbGdrcN5Y29ycA,BackSide
mudguard,103654377,3796605,noun,Mx4rvVjgopwpEbGdrcN5Y29ycA,Fender-AutoBodyPart
mailing_address,107974974,8491245,noun,Mx4rvVkJ1ZwpEbGdrcN5Y29ycA,MailingAddress
infiltrate,202362303,2435634,verb,Mx4rgcM9Lri2EdmAAAACs6hRjg,InfiltratingAnOrganization
north_wind,110746985,11487950,noun,Mx4rvWl4jZwpEbGdrcN5Y29ycA,NorthWind
explain,200908384,939277,verb,Mx4rwI_EFpwpEbGdrcN5Y29ycA,Explaining-CommunicationAct
hiker,109520542,10176111,noun,Mx4rvWMTp5wpEbGdrcN5Y29ycA,Hiker
fruit_tree,111902961,12651821,noun,Mx4rvVjQDpwpEbGdrcN5Y29ycA,FruitTree
parole,202515095,2591893,verb,Mx4rJVcJtLZqEdmFRAACs6hRjg,ParolingSomeone
Ireland,108338449,8888676,noun,Mx4rvVkLlpwpEbGdrcN5Y29ycA,IrishRepublic
slit,201515961,1559055,verb,Mx4rvVjMAJwpEbGdrcN5Y29ycA,SlicingSomething
coffee_maker,102953106,3063338,noun,Mx4rvViNKZwpEbGdrcN5Y29ycA,CoffeeMaker
row,201890047,1946996,verb,Mx4rvVjvYZwpEbGdrcN5Y29ycA,Rowing
battery,102711746,2810471,noun,Mx4rvVicrpwpEbGdrcN5Y29ycA,Battery
ox,102315686,2403003,noun,Mx4rvVjzJpwpEbGdrcN5Y29ycA,Ox
tan,300369682,384533,adj,Mx4rtePEtHS-EdaAAACgyZzFrg,BeigeColor
layoff,100217747,229814,noun,Mx4rvVimipwpEbGdrcN5Y29ycA,EmployeeLayoff
period,114386219,15247518,noun,Mx4rbMc-_J0fQdeKF7ExvAjcQg,GeologicalPeriod
flow,202009114,2067689,verb,Mx8Ngh4rNGX3RsYsEdmAAACQJw5drh4rvWLc3pwpEbGdrcN5Y29ycA,"[:CausingFn, :FluidFlowEvent]"
fall_over,200030096,31277,verb,Mx4rYFCwoLJXEdmAhAACs6hRjg,FallingOver
corolla,110945152,11691046,noun,Mx4rvVjWOpwpEbGdrcN5Y29ycA,Corolla
mine,201127636,1163620,verb,Mx4rvWPC6JwpEbGdrcN5Y29ycA,Mining
Omani,109109591,9725653,noun,Mx4rvViSDZwpEbGdrcN5Y29ycA,OmanPerson
see,202414196,2488488,verb,Mx4rTECxmrjFEdmAAAACs6hRjg,SeeingSocially-VisitingSomeone
trail,104293634,4466613,noun,Mx4rwP1K_pwpEbGdrcN5Y29ycA,Trail
surveil,202135690,2198602,verb,Mx4rwMuyaJwpEbGdrcN5Y29ycA,Surveillance-InformationGatheringActivity
Nung,106512315,6935990,noun,Mx4rvoM7Y5wpEbGdrcN5Y29ycA,NungLanguage
color,202461792,2537092,verb,Mx4rnnrDWrjLEdmAAAACs6hRjg,Coloring-InfluencingAnAgent
princess,109792233,10474064,noun,Mx4rvusi7pwpEbGdrcN5Y29ycA,Princess
plumber,109765019,10443032,noun,Mx4rvViVnpwpEbGdrcN5Y29ycA,Plumber
mantel,103580638,3719343,noun,Mx4rwQBmsJwpEbGdrcN5Y29ycA,Mantel
insulin,105100195,5410646,noun,Mx4rvVjEypwpEbGdrcN5Y29ycA,Insulin
alternating_current,110685523,11423952,noun,Mx4rvVi5r5wpEbGdrcN5Y29ycA,AlternatingCurrent
administrator,109151371,9770949,noun,Mx4rvViu3JwpEbGdrcN5Y29ycA,Administrator
pitch,100473243,498558,noun,Mx4rwRZ4-5wpEbGdrcN5Y29ycA,AllFours-CardGame
seller,109887627,10577284,noun,Mx4rvj_RK5wpEbGdrcN5Y29ycA,Vendor
learning,105419661,5752544,noun,Mx4rvVjvcpwpEbGdrcN5Y29ycA,Learning
malnutrition,113392876,14199700,noun,Mx4rvgC7mJwpEbGdrcN5Y29ycA,Malnutrition
game,102068654,2152991,noun,Mx4rwQBTK5wpEbGdrcN5Y29ycA,WildAnimal
pressure,110753257,11495041,noun,Mx4rvVjtE5wpEbGdrcN5Y29ycA,Pressure
Afrikaans,106527482,6952861,noun,Mx4rvVjS_pwpEbGdrcN5Y29ycA,AfrikaansLanguage
pressure_unit,112841490,13607985,noun,Mx4rvVjHdpwpEbGdrcN5Y29ycA,UnitOfPressure
carbohydrate,113949702,14792703,noun,Mx4rvbylZJwpEbGdrcN5Y29ycA,CarbohydrateStuff
Amish_sect,107603077,8093813,noun,Mx4rwQruAZwpEbGdrcN5Y29ycA,AmishReligion
jeep,103462410,3594945,noun,Mx4rvViZO5wpEbGdrcN5Y29ycA,SportUtilityVehicle
publish,200935836,967625,verb,Mx4rvVi2hpwpEbGdrcN5Y29ycA,PublishingWrittenMaterial
clam,101874127,1956481,noun,Mx4rvViHqpwpEbGdrcN5Y29ycA,Clam
cloudiness,104507528,4703698,noun,Mx4rorTr2HS6EdaAAACgyZzFrg,Murky
put,201452069,1494310,verb,Mx4rwSafc5wpEbGdrcN5Y29ycA,PuttingSomethingSomewhere
Old_World_buffalo,102320497,2407959,noun,Mx4rvVkCr5wpEbGdrcN5Y29ycA,Buffalo
face_lift,100634970,674158,noun,Mx4rwQr5CZwpEbGdrcN5Y29ycA,FaceLift
pyramid,113126125,13914837,noun,Mx4rvVjJX5wpEbGdrcN5Y29ycA,Pyramid
Moor,109107586,9723361,noun,Mx4rviNxnpwpEbGdrcN5Y29ycA,EthnicGroupOfMoors
stalk,112376617,13129165,noun,Mx4rvViYspwpEbGdrcN5Y29ycA,Stem
trust,202407538,2481819,verb,Mx4rg3_UwrjCEdmAAAACs6hRjg,Trusting-GrantingPermission
cinnamon,110958705,11704791,noun,Mx4rvVihvZwpEbGdrcN5Y29ycA,CinnamonTree
Elizabeth,110243824,10957330,noun,Mx4rwDGanJwpEbGdrcN5Y29ycA,QueenElizabethI
nuclear_physicist,109692645,10364643,noun,Mx4rT7RWmL0_QdeQbZpwe0RD3A,NuclearScientist
feel,202045240,2106006,verb,Mx4rvViPQZwpEbGdrcN5Y29ycA,perceives
plan,200681336,704690,verb,Mx4r4J6w9LS_QdiGCazsWF8LuQ,Plotting
pack_on,200104200,107110,verb,Mx4rBVx0gbKFEdmAhAACs6hRjg,PackingOn-GainingBodyWeight
glove,103315457,3441112,noun,Mx4rvViztpwpEbGdrcN5Y29ycA,Glove
hobnob,202318590,2390169,verb,Mx4roSXLSrghEdmAAAACs6hRjg,SocializingWithElites
human_right,104883216,5176846,noun,Mx4rv-JYLpwpEbGdrcN5Y29ycA,BasicHumanRights-UNDeclaration
attitude,105817574,6193203,noun,Mx4rQg8AMsfjEdmAAAACs6hRjg,Attitude
cling,201183957,1220885,verb,Mx4rv_-mQpwpEbGdrcN5Y29ycA,PhysicalContactSituation
Firenze,108269728,8812166,noun,Mx4rvgEa85wpEbGdrcN5Y29ycA,CityOfFlorenceItaly
change_integrity,200135037,140123,verb,Mx4rvVibApwpEbGdrcN5Y29ycA,PhysicalTransformationEvent
oculomotor,105163938,5478526,noun,Mx4rvj7pZpwpEbGdrcN5Y29ycA,OculomotorNerve
spank,201380303,1420928,verb,Mx4rv_2-0pwpEbGdrcN5Y29ycA,Spanking
Missouri,108770525,9356320,noun,Mx4rvVi6BpwpEbGdrcN5Y29ycA,MissouriRiver
travel,201787680,1841079,verb,Mx4rv-6HepwpEbGdrcN5Y29ycA,TransportationEvent
atomic_warhead,102658418,2753881,noun,Mx4rwIHqL5wpEbGdrcN5Y29ycA,NuclearWarhead
racer,103885140,4037443,noun,Mx4rvgETz5wpEbGdrcN5Y29ycA,RaceCar
shop,202258573,2325968,verb,Mx4rvViBfJwpEbGdrcN5Y29ycA,Shopping
Baton_Rouge,108526742,9091398,noun,Mx4rvVi855wpEbGdrcN5Y29ycA,CityOfBatonRougeLA
Austrian,109080306,9691604,noun,Mx4rvVjj5pwpEbGdrcN5Y29ycA,AustrianPerson
fly,201883780,1940403,verb,Mx4rwO0KzZwpEbGdrcN5Y29ycA,Flying
celestial_body,108664330,9239740,noun,Mx4rvVjReJwpEbGdrcN5Y29ycA,AstronomicalObject
electrical_conduction,110770515,11512650,noun,Mx4rvVkBK5wpEbGdrcN5Y29ycA,ElectricalConduction
spokesperson,109945045,10638385,noun,Mx4rwQr5zpwpEbGdrcN5Y29ycA,Spokesman
cephalopod,101885844,1968315,noun,Mx4rvZoocpwpEbGdrcN5Y29ycA,Cephalopod
stall,202386077,2460070,verb,Mx4rm_VA1ri5EdmAAAACs6hRjg,ShelterSomeHorseInAStall
genus,107617344,8108972,noun,Mx4rvVian5wpEbGdrcN5Y29ycA,BiologicalGenus
kerchief,103477683,3610992,noun,Mx4rvx7TTpwpEbGdrcN5Y29ycA,Kerchief
pericarp,110938511,11684264,noun,Mx4rvVjm05wpEbGdrcN5Y29ycA,Pericarp
account,113138562,13929037,noun,Mx4rvViMK5wpEbGdrcN5Y29ycA,Account-LegalAgreement
last_out,202541187,2619122,verb,Mx4rBYA4OsCjEdmAAAACs6hRjg,EndurancingATryingSituation
soil,113999657,14844693,noun,Mx4rvVi8eZwpEbGdrcN5Y29ycA,Dirt
neighbor,202530137,2608004,verb,Mx4rdMVeALaeEdmFRQACs6hRjg,NeighboringSomething
Java,108357098,8908248,noun,Mx4rvVjiwZwpEbGdrcN5Y29ycA,JavaIsland-Indonesia
Indonesian,109099884,9714264,noun,Mx4rvVj_VpwpEbGdrcN5Y29ycA,IndonesianPerson
Fulton,110270969,10985838,noun,Mx4rv2RjeJwpEbGdrcN5Y29ycA,RobertFulton
put_up,202305253,2376289,verb,Mx4rAWgQ-rtUEdmAAAACs6hRjg,PuttingUpResistance
town,108135936,8665504,noun,Mx4rvuXm9JwpEbGdrcN5Y29ycA,Town
linguistics,105801041,6172789,noun,Mx4rvVj2cJwpEbGdrcN5Y29ycA,Linguistics
dragoon,202431298,2506181,verb,Mx4rwU8hdJwpEbGdrcN5Y29ycA,CoercingAnAgent
delight,201154667,1190948,verb,Mx8Ngh4rvkupTpwpEbGdrcN5Y29ycB4rvViREJwpEbGdrcN5Y29ycA,"[:ExperiencingEmotionFn, :Delight]"
flat,300870583,910101,adj,Mx4rIJvz5HS_EdaAAACgyZzFrg,FlatObject
moon,202079869,2141840,verb,Mx4rwLYJ9JwpEbGdrcN5Y29ycA,Mooning
conduct,201683780,1732921,verb,Mx4rvVjXaZwpEbGdrcN5Y29ycA,MusicalConducting
endoskeleton,105266798,5586446,noun,Mx4rvVjNPJwpEbGdrcN5Y29ycA,VertebrateSkeleton
volleyball,104363565,4540053,noun,Mx4rvVjDDZwpEbGdrcN5Y29ycA,VolleyballBall
spatula,104106809,4270147,noun,Mx4rvVikJZwpEbGdrcN5Y29ycA,Spatula
ice_bear,102049886,2134084,noun,Mx4rvVjBlZwpEbGdrcN5Y29ycA,PolarBear
Catholicism,105848271,6227263,noun,Mx4rvVjnvpwpEbGdrcN5Y29ycA,Catholicism
memory_device,103604997,3744840,noun,Mx4rgrhQ3HnHQdeasPrlVDp7NA,InformationStorageDevice
travel,201789516,1843055,verb,Mx4rvVi9WpwpEbGdrcN5Y29ycA,Travel-TripEvent
tear_gas,114213908,15067877,noun,Mx4rv-t1oZwpEbGdrcN5Y29ycA,TearGas
sesame_oil,107204301,7675156,noun,Mx4rvVimQZwpEbGdrcN5Y29ycA,SesameOil
Blue_Ridge_Mountains,108650363,9224325,noun,Mx4rvVjmepwpEbGdrcN5Y29ycA,BlueRidgeMountains
time,100023548,28270,noun,Mx4rvViApZwpEbGdrcN5Y29ycA,Time-Quantity
thyroid_gland,105023234,5330244,noun,Mx4rvVjLT5wpEbGdrcN5Y29ycA,Thyroid
rack,200069393,71547,verb,Mx4rj_Y_wLJ4EdmAhAACs6hRjg,RackingSomeone-Torture
exude,200065828,67999,verb,Mx4rt8fjErJtEdmAhAACs6hRjg,ExudingSomething
game_of_chance,100482555,507673,noun,Mx4rvgDMuJwpEbGdrcN5Y29ycA,Gambling
row,107920155,8431437,noun,Mx4rwPzkD5wpEbGdrcN5Y29ycA,RowOfObjects
principle,105532391,5874232,noun,Mx4r9H3OiKVLEdqAAAACs6hRXg,PhysicalPrinciple
semiconductor,113977053,14821248,noun,Mx4rvgEYcZwpEbGdrcN5Y29ycA,SemiconductorStuff
fill,200438786,451838,verb,Mx4rvViY_JwpEbGdrcN5Y29ycA,FillingProcess
recall,202405935,2480216,verb,Mx4rvtt8wJwpEbGdrcN5Y29ycA,ProductRecall
maxillary_artery,105043357,5350679,noun,Mx4rwDDJ45wpEbGdrcN5Y29ycA,MaxillaryArtery
egret,101926153,2008796,noun,Mx4rvWcAyZwpEbGdrcN5Y29ycA,Egret
crawl,201904535,1961974,verb,Mx4r-Rk-kbHSEdmAhAACs6hRjg,Crawling-Swimming
model,109657405,10324560,noun,Mx4rveai1ZwpEbGdrcN5Y29ycA,ProfessionalModel
vote,100173378,183505,noun,Mx4rwQrnTpwpEbGdrcN5Y29ycA,Voting
soon,400034478,33922,adv,Mx4rvViA_ZwpEbGdrcN5Y29ycA,STIF
gravy,107364302,7838073,noun,Mx4rvVi4fJwpEbGdrcN5Y29ycA,Gravy
Lhasa,102015377,2098413,noun,Mx4rvwBUsZwpEbGdrcN5Y29ycA,LhasaApso
Paul,110499568,11225661,noun,Mx4rwUDUF5wpEbGdrcN5Y29ycA,Paul-GospelWriter
Maya,106495313,6919215,noun,Mx4rvVkJ25wpEbGdrcN5Y29ycA,MayaLanguage
twist,200088562,91124,verb,Mx4rwP1pFJwpEbGdrcN5Y29ycA,SprainingSomething
Paiute,106491097,6915124,noun,Mx4rvVkDn5wpEbGdrcN5Y29ycA,PaiuteLanguage
buttermilk,107373138,7847047,noun,Mx4rwQCRT5wpEbGdrcN5Y29ycA,Buttermilk
analyze,200623929,644583,verb,Mx4rvkQUA5wpEbGdrcN5Y29ycA,AnalyzingSomething
uncover,202081294,2143283,verb,Mx4rvgEA7ZwpEbGdrcN5Y29ycA,UncoveringSomething
President_of_the_United_States,109786381,10467395,noun,Mx4rwQBS0ZwpEbGdrcN5Y29ycA,UnitedStatesPresident
address,106794778,7238694,noun,Mx4rwOz-DJwpEbGdrcN5Y29ycA,PublicSpeaking
Lupus,108760042,9344449,noun,Mx4rwSpFoJwpEbGdrcN5Y29ycA,Lupus-Constellation
blackjack,100465387,490350,noun,Mx4rv9X4RpwpEbGdrcN5Y29ycA,Blackjack-CardGame
latex,114154560,15006118,noun,Mx4rvViubJwpEbGdrcN5Y29ycA,Rubber-TheNaturalStuff
professional,109797898,10480253,noun,Mx4rvVjnN5wpEbGdrcN5Y29ycA,PersonWithOccupation
arm_bone,105273254,5593017,noun,Mx4rwKTXoJwpEbGdrcN5Y29ycA,ArmBone
Guinean,109131233,9749386,noun,Mx4rvVj6nZwpEbGdrcN5Y29ycA,GuineaPerson
sputnik,104125712,4290615,noun,Mx4rvk_-EZwpEbGdrcN5Y29ycA,Sputnik
heart,103378703,3507048,noun,Mx4rv3nTTJwpEbGdrcN5Y29ycA,Heart-TheSuit
meteor_shower,110764919,11507000,noun,Mx4rwQ240ZwpEbGdrcN5Y29ycA,MeteorShower
writing,105965055,6359877,noun,Mx4rvVkLV5wpEbGdrcN5Y29ycA,TextMarking
Mobile,108770753,9356639,noun,Mx4rvVjIrJwpEbGdrcN5Y29ycA,MobileRiver
backpack,102673709,2769748,noun,Mx4rvViXL5wpEbGdrcN5Y29ycA,Backpack
temporal_lobe,105179283,5494933,noun,Mx4rwQLi-ZwpEbGdrcN5Y29ycA,TemporalLobe
sexual_reproduction,112791096,13555240,noun,Mx4rvVjpoJwpEbGdrcN5Y29ycA,SexualReproductionEvent
straddle,202624751,2705913,verb,Mx4rl2YhGrgLEdmAAAACs6hRjg,StraddlingSomething
Chewa,109085536,9697771,noun,Mx4rvVi17pwpEbGdrcN5Y29ycA,EthnicGroupOfChewa
rain_forest,108813109,8439126,noun,Mx4rwFq7W5wpEbGdrcN5Y29ycA,TropicalRainForest
Moscow,108445655,9004068,noun,Mx4rvVjV-pwpEbGdrcN5Y29ycA,CityOfMoscowRussia
sawhorse,103984288,4140631,noun,Mx4rwD9uVpwpEbGdrcN5Y29ycA,SawHorse
safe,103969506,4125021,noun,Mx4rvVjFvZwpEbGdrcN5Y29ycA,SafeTheLocker
adopt,202279267,2346895,verb,Mx4rzDaH6rvQEdmAAAACs6hRjg,Adopting-SelectingSomething
mint,112105572,12855042,noun,Mx4rvVi1qpwpEbGdrcN5Y29ycA,Mint-FloweringPlant
spill,201499594,1542207,verb,Mx4rvVkCCZwpEbGdrcN5Y29ycA,SpillingSomething
Teheran,108360133,8911421,noun,Mx4rvVjUsZwpEbGdrcN5Y29ycA,CityOfTehranIran
glacier,108710293,9289331,noun,Mx4rvgD8xJwpEbGdrcN5Y29ycA,Glacier
boating,100301366,315390,noun,Mx4rvVjFeJwpEbGdrcN5Y29ycA,Boating
pier,103785217,3933529,noun,Mx4rvgES8pwpEbGdrcN5Y29ycA,Dock
navigator,109678223,10347883,noun,Mx4rng5wTsiWEdmAAAACs6hRjg,Navigator-Explorer
chef,109326591,9963574,noun,Mx4rvVj_zZwpEbGdrcN5Y29ycA,Chef
Cherokee,106492128,6916117,noun,Mx4rvVi9yZwpEbGdrcN5Y29ycA,CherokeeLanguage
Southern_Cross,108847476,9441352,noun,Mx4rwVOM2JwpEbGdrcN5Y29ycA,Crux-Constellation
lunch,107107480,7575076,noun,Mx4rvVi_I5wpEbGdrcN5Y29ycA,Lunch
quotation,106204851,6613056,noun,Mx4rv0p9e5wpEbGdrcN5Y29ycA,Quotation
infest,202575508,2654585,verb,Mx4rwS0vXpwpEbGdrcN5Y29ycA,Infestation
pay,202186811,2251743,verb,Mx4rvVkKHZwpEbGdrcN5Y29ycA,Paying
heterosexual,301158470,1201100,adj,Mx4rvjlGCZwpEbGdrcN5Y29ycA,HeterosexualHuman
coronary_thrombosis,113298775,14102831,noun,Mx4rwP1oPpwpEbGdrcN5Y29ycA,CoronaryBlockage
prefer,202328280,2400251,verb,Mx4rTly2FLgkEdmAAAACs6hRjg,PreferringACreditor
Easter_card,106218596,6627722,noun,Mx4rvgs7t5wpEbGdrcN5Y29ycA,EasterCard
upper,104339966,4514359,noun,Mx4rvVigNZwpEbGdrcN5Y29ycA,ShoeUppers
field_marshal,109439585,10086821,noun,Mx4rtfwmrMi4EdmAAAACs6hRjg,FieldMarshal
